i_deg;j_deg;theta_y;theta_z;mean_theta_y;mean_theta_z
-90;-40;42.04906308084709;7.675049717475951;41.091010582975066;3.775448983115023
-90;-39;39.71110901326469;1.3432938689671088;39.11217378028315;2.048790471943508
-90;-38;40.8081063591193;7.602515722338216;39.113955610534006;3.259054231388412
-90;-37;39.27885468037077;7.831271178665218;37.49248062465439;3.211829910288921
-90;-36;36.10141109377856;1.6353641211779206;36.66229072033315;1.9599328262018643
-90;-35;38.049698586063606;7.260220199706181;35.71074410543491;3.098243137511624
-90;-34;34.09346946965925;1.4391446580583889;34.445691555427665;2.517935592052663
-90;-33;32.991895830132876;1.6363457172748155;33.566236529972876;1.716861145266101
-90;-32;32.47152428445718;1.671224043725192;32.87701867618358;3.337456053662149
-90;-31;31.282212789960322;2.1420561612720412;31.23409674615972;2.547112280992563
-90;-30;30.734919248609533;2.75695467878737;30.327096598243845;3.306654431619959
-90;-29;31.677845947871315;6.740198168741525;30.486052297714714;4.259494359082259
-90;-28;28.27471626342706;2.491161080106369;29.017213992426033;4.213319738672187
-90;-27;26.703353355509442;2.144199657069248;27.86034479317605;4.147241192420053
-90;-26;26.1359905810269;2.8241220823156;26.494040557783165;3.332638582955383
-90;-25;27.229915464110636;6.371455715250425;25.995573517035947;5.169808895671628
-90;-24;25.6799155482556;6.840990975009564;25.1389919162129;5.43061144673929
-90;-23;24.85302298195366;6.666507007333291;23.646038100703137;4.993814728178515
-90;-22;24.157393646358678;6.247945643342408;22.978606293926862;4.0805552107667555
-90;-21;23.24294819112375;6.336906062913805;22.49144107772371;5.010060365346453
-90;-20;22.55923001094464;6.574934569291298;21.41610972897817;5.368285057162525
-90;-19;20.51395811596867;6.027959465667089;20.178409047202173;5.305559722711742
-90;-18;20.09540734196849;6.375443598705332;19.86571630995415;6.021292501521283
-90;-17;18.927094124788585;5.9266547807910905;18.794878902339306;5.704031378913832
-90;-16;18.73784090326391;6.273506162894793;18.344729363436407;6.042629969201314
-90;-15;17.18495457891537;5.910368417274435;16.442583139448693;4.997631488482165
-90;-14;15.531277606400051;5.888555028235324;15.166335215150063;5.233335469477499
-90;-13;14.797299319715764;6.156496311431205;13.892842225312583;5.242043819625154
-90;-12;13.955260421964946;5.93076026344738;13.987178533766947;5.790326522634283
-90;-11;13.309272482907;5.674358366738507;13.448510816802365;5.66258199862533
-90;-10;11.563095650393082;5.645205847846024;11.312022457327508;5.334474341452334
-90;-9;10.951747554064744;5.828656291641529;10.056752518552411;5.52790883557515
-90;-8;10.653373441214494;5.751682649474725;10.020176918440098;5.684550100219478
-90;-7;8.698129324338355;5.553533505605026;8.580283805958107;5.527756450155138
-90;-6;6.901488022550345;5.567421221035475;7.589805398098319;5.632063821798607
-90;-5;6.470377621784424;5.813961493386738;6.319803656690961;5.648651676624673
-90;-4;6.036324396716533;5.570180533543316;6.1261780531370835;5.482096810565077
-90;-3;6.269418874834921;5.724400726498949;5.847525596121061;5.581678367499971
-90;-2;1.9637893474816304;5.011854282154548;4.332831683277685;5.413517532562065
-90;-1;2.364345963696163;5.20820291506311;2.70746546878034;5.246619976250158
-90;0;2.7656292645482528;5.5720935671588885;3.034140009779908;5.551756264904883
-90;1;2.2050341868099665;5.296740686932016;1.9268026327828756;5.292422356752106
-90;2;1.9573327989024203;5.463859225359434;1.8058294635730028;5.475579103576092
-90;3;-0.29622931719982226;5.1688695466720675;-0.20761765267972215;5.190121962506822
-90;4;-1.618177361105171;5.203590940560739;-2.219312306750185;5.200986500272846
-90;5;-2.218062032329166;5.222273607804239;-2.3491850622330794;5.25878494614757
-90;6;-3.4757020417251003;5.024506918675711;-3.539570236626163;4.985364481391869
-90;7;-2.9775875886059198;5.140923444191764;-3.397175044044835;5.2091122922577595
-90;8;-4.931662875805938;5.098904428970422;-5.312026124261033;5.1673150732662485
-90;9;-5.2499966924660395;4.938015436005428;-5.671885103297984;5.143419582302271
-90;10;-6.608560598843055;5.054638332100383;-6.198543705762916;5.0755728255277806
-90;11;-7.673871166196755;4.862588508416047;-7.797049511344548;4.915444429419677
-90;12;-8.85719396675474;4.737373807794801;-8.629760692529109;4.8497281444004585
-90;13;-8.366872294264727;5.135358547329256;-8.801517355485712;4.969770343732755
-90;14;-9.645161830529288;4.643246971437932;-10.347881535846648;4.8474299338942135
-90;15;-11.760224111008213;4.764895733619768;-11.551380223179766;4.744432286625562
-90;16;-12.46526016159071;4.461488005121001;-13.068478133185918;4.673321024814319
-90;17;-13.360772132656859;4.381493947934853;-13.583978311596757;4.673780926266294
-90;18;-14.205563594205373;4.398387297656423;-14.349237037128812;4.593999175193851
-90;19;-16.224658772321593;4.5363197253327225;-15.69501830518692;4.362961598867074
-90;20;-16.74484167376577;4.315611337319731;-17.025350572620457;4.254769272937368
-90;21;-18.070694040408444;4.649291718806712;-17.607912187334215;4.5368491869554175
-90;22;-18.573428224912742;4.456439483696019;-18.516370180939038;4.461338714657698
-90;23;-19.424995066563554;4.370620868720131;-19.642973931053643;4.541152971937109
-90;24;-21.073521976560617;4.432591608340358;-20.64833106103231;4.429421778150105
-90;25;-21.329641299328966;4.3323335946906845;-21.817188597954665;4.314404004414314
-90;26;-23.173782030117987;4.173643182278813;-23.213364702746283;4.62598525191397
-90;27;-24.60266790977259;4.261226127360756;-24.360417206161543;4.080064075213982
-90;28;-24.632845035824893;4.324283388695355;-24.667291558328277;4.086483095386454
-90;29;-25.681048907237365;4.821043979414845;-25.40491711701413;4.113525521868002
-90;30;-26.641829608865088;4.410381299107424;-26.475232457408044;4.181019788257913
