i_deg;j_deg;theta_y;theta_z;mean_theta_y;mean_theta_z
-50;-26;30.674487371147787;-35.33700131386617;30.67066853592586;-35.30584552637606
-50;-25;29.707900431214103;-35.135725059126266;29.58133342743944;-35.2990944300056
-50;-24;28.421223413194408;-35.25898036513402;28.553172250345902;-35.22314860033185
-50;-23;27.50029189821276;-35.1117431137603;27.494627798038927;-35.284414159962296
-50;-22;26.605220050631264;-35.195355714137044;26.60296308906087;-35.31429168826194
-50;-21;25.540915359435523;-35.0257729654657;25.552171638328698;-35.15512379046913
-50;-20;24.304435439874158;-35.185265085160246;24.378503241712064;-35.19801509090933
-50;-19;23.409390314974974;-35.03835581769797;23.448011653500856;-35.06049009198715
-50;-18;22.57193885018412;-35.288002297341656;22.51502107726391;-35.10906790588181
-50;-17;21.631124675097887;-35.123315593803575;21.505135907443528;-35.1019980804192
-50;-16;20.6714469445104;-35.072242782916106;20.420467439170753;-35.01608904380094
-50;-15;19.732384439807763;-35.0869963077744;19.78665960721852;-35.110584813466716
-50;-14;18.466411509360814;-35.122905520385295;18.428966344282106;-35.08006290929
-50;-13;17.483522070996163;-35.1070657654428;17.625414056810254;-35.02337544184242
-50;-12;16.517632138783377;-35.056924420467546;16.565049414891973;-35.10809326491066
-50;-11;15.564107033283825;-35.01824707970804;15.429898509422047;-35.0669414072326
-50;-10;14.40776048695103;-35.234479780032835;14.40604397655779;-35.15000654033923
-50;-9;13.447515702937164;-35.11874845830564;13.399494444556847;-35.08834754012259
-50;-8;12.712498901176263;-34.98842291543168;12.606621998732775;-35.01730898062555
-50;-7;11.557435917889762;-34.98401794440558;11.605317197235486;-34.99081504431065
-50;-6;10.79152972479844;-35.00244549229074;10.66619864419006;-34.9863340604635
-50;-5;9.551565331874745;-35.01293137871555;9.618784541640524;-35.025967887199606
-50;-4;8.840951752192288;-35.10164474704968;8.584334788370874;-35.03664403879598
-50;-3;7.637881620724301;-35.06135620484621;7.668300556557327;-34.996780027619145
-50;-2;6.683646191137932;-35.051656767671815;6.6846706168600045;-35.04601721919588
-50;-1;5.683418580964067;-34.92144258866334;5.6533630485207835;-34.98774431730976
-50;0;4.942090166123866;-35.00478371578253;5.009397947885772;-34.94464764236499
-50;1;4.023721650126975;-34.99013429864272;3.8911499002892636;-34.966432018155054
-50;2;2.596695258605887;-34.9461949600412;2.487798827610304;-34.93587879969077
-50;3;1.6744119496191154;-34.88104954455145;1.6884930065788604;-34.894367520234645
-50;4;1.1201004912761152;-34.869929411888556;1.1246296852757058;-34.84599890942846
-50;5;0.5981877883740678;-34.82528113608868;0.6132922212100859;-34.82263561696478
-50;6;-0.34735330286185534;-34.842820570406424;-0.33325323161907044;-34.814005260647136
-50;7;-1.2885805730972453;-34.80500244102486;-1.447198958173018;-34.81682822346867
-50;8;-2.362474634672051;-34.786896017904816;-2.320477580154832;-34.793874083050035
-50;9;-2.867626656863559;-34.72303363536392;-2.8586895296772745;-34.71433388991201
-50;10;-3.532612101338352;-34.71162397074542;-3.513822844042239;-34.69877697078742
-50;11;-3.823849832971796;-34.70944249594465;-3.5914299722986596;-34.66554937692685
-50;12;-5.312463247298588;-34.60148761230951;-5.1917563976312575;-34.62123560637816
-50;13;-6.7122455220641335;-34.59085612870629;-7.0130484659627506;-34.548011654232276
-50;14;-7.768519369589199;-34.53299753195628;-7.853344230204166;-34.558753376675604
-50;15;-8.532771912964744;-34.52224244761756;-8.500162834192158;-34.55804469353299
-50;16;-10.043930330402276;-34.42652911539651;-9.939430865256865;-34.458160423713956
-50;17;-11.146068576294057;-34.352997779217496;-11.020027096753859;-34.438863067965094
-50;18;-12.005173258389588;-34.495399214395086;-12.02662854342472;-34.43979279185128
-50;19;-12.926478709718294;-34.53753380261895;-12.926831722765378;-34.53579500873165
-50;20;-13.946654835848495;-34.447724448179635;-13.975700120942841;-34.4536879164136
-50;21;-15.02755372236444;-34.31607884966284;-15.007303891603957;-34.42684785581525
-50;22;-15.924161297153576;-34.389591833386646;-15.955347608985573;-34.401755680183
-50;23;-17.00808655940826;-34.27306328213195;-17.068497983431477;-34.43934455332353
-50;24;-17.893378347769584;-34.49460002848527;-17.935467645132444;-34.44377895537179
-50;25;-19.282887688401956;-34.30692534888061;-19.218670858017276;-34.493951285243604
-50;26;-20.17064422652672;-34.39659188562537;-20.181787447084073;-34.328271487335
-50;27;-21.375373814539877;-34.42678985937747;-21.287586494394564;-34.33086979785642
-50;28;-22.14598740664025;-34.36691586183469;-22.237437502401928;-34.16304089796373
-50;29;-23.11353159872343;-34.29726717141904;-23.23755940979764;-34.21972958308486
-50;30;-24.240337417320884;-34.335233854903976;-24.306619432061787;-34.19301081125439
-50;31;-25.369466834312053;-34.30014816051474;-25.39843333387211;-34.18006544628122
-50;32;-26.277844426126904;-34.21094368274464;-26.32732196283738;-34.219073468119156
-50;33;-27.42937251202144;-33.908578632874395;-27.297020640910443;-33.83357947984075
-50;34;-28.255299587959357;-33.78373915875368;-28.29725383857619;-33.84750325611838
-50;35;-29.497744560960918;-33.690794086502294;-29.27335090187601;-33.971807950410955
-50;36;-30.171337542990155;-33.77129550497251;-30.173560546429673;-34.04133277254573
-50;37;-31.177523040756604;-33.70376634854887;-31.18670729642725;-33.84853571873277
-50;38;-32.37037005433288;-33.51988936346051;-32.32838990063561;-33.79377384085347
-50;39;-33.056617893244905;-33.65415608471078;-33.212210069457704;-33.56018140475105
-40;-40;44.50042017681005;-45.589341394919195;44.48336745363674;-45.384165972505215
-40;-39;43.65099945900853;-45.09802618685501;43.641298675988445;-45.51078944692969
-40;-38;42.45306447402821;-45.47228334423422;42.49614289535658;-45.57870846619269
-40;-37;41.65181598330866;-45.56529152243513;41.58689247578491;-45.438194089114845
-40;-36;40.46266542473569;-45.149891380195704;40.59032228444825;-45.44644539834046
-40;-35;39.74079453844815;-45.75700405874548;39.65378442742017;-45.384677092753854
-40;-34;38.42438490849785;-45.30858829931431;38.60308736620817;-45.49582517102168
-40;-33;37.663165577434405;-45.78055265679884;37.64830568577654;-45.48204939506418
-40;-32;36.56585463269543;-45.22082578967812;36.64563026199241;-45.50570665555032
-40;-31;35.89198856600622;-45.43177358700107;35.68930710377563;-45.5406003424862
-40;-30;34.71579230121465;-45.66975648058849;34.639815218051275;-45.69367192076269
-40;-29;33.8658465146025;-45.75271121719306;33.802421302924955;-45.423784006476055
-40;-28;32.758188778716885;-45.446197846856194;32.65722577480181;-45.56955409290431
-40;-27;31.883773873074084;-45.37815555289279;31.806960117847993;-45.59272591265603
-40;-26;30.855542217668322;-45.711954611413375;30.8187004508398;-45.49339203716034
-40;-25;29.777816726418227;-45.5570482597642;29.752556165026814;-45.44048063016882
-40;-24;28.74353122213217;-45.52740961384019;28.802349572195002;-45.475729018826264
-40;-23;27.54462858195597;-45.535236205904184;27.62884257553733;-45.47609785714926
-40;-22;26.869311056063108;-45.48915993721474;26.903643503627833;-45.39193525845878
-40;-21;25.744777479761428;-45.494478604168805;25.66746108424163;-45.30670070758346
-40;-20;24.79926562869117;-45.162979494253776;24.664602413217487;-45.15018879369349
-40;-19;23.8596239150339;-45.34749859986911;23.781070271192608;-45.30670640405477
-40;-18;22.882144714912656;-45.07019620471142;22.885810915232447;-45.16010296962341
-40;-17;21.95313395340178;-45.406078550010406;22.034151400444664;-45.120211797085034
-40;-16;20.591806726951788;-44.947532410564115;20.647144626333763;-45.13401907487594
-40;-15;19.991334596141993;-45.304365621267095;19.982120637103943;-45.24638008381555
-40;-14;18.529345253194776;-44.87419417587614;18.437218222308772;-45.01376847648972
-40;-13;17.873857528106512;-45.05240145940157;17.810081638203606;-45.11510063317105
-40;-12;16.47510080041127;-44.98171138774628;16.467026621867742;-44.87225346401018
-40;-11;15.785537266308921;-45.03817899931172;15.721075045008204;-44.96214780450167
-40;-10;14.506472581288117;-44.85875394784435;14.492213021871878;-44.83267171347405
-40;-9;13.689416775653044;-44.82201899829824;13.73782249356933;-44.93649676205086
-40;-8;12.743844720818295;-45.00459195787979;12.746771751444395;-44.891963984900876
-40;-7;11.44478013152278;-44.81860070796247;11.526008683453524;-44.751440453243916
-40;-6;10.421578668087507;-44.755127813939886;10.44180716799365;-44.74615187819725
-40;-5;9.696231393988171;-44.717228558151376;9.652675959619803;-44.73526926312791
-40;-4;8.739375497796571;-44.690259906774386;8.756152487053283;-44.724599458670454
-40;-3;7.592555020196807;-44.64304248783038;7.685651118738363;-44.67973893189775
-40;-2;6.733804728716438;-44.62522415729022;6.627176996940292;-44.638863450813
-40;-1;5.957398476708704;-44.714078620690714;5.901091833237323;-44.69592181910983
-40;0;5.04021768683202;-44.65862732137775;5.072258096086487;-44.63329453776567
-40;1;4.107940791640563;-44.59048100366379;4.0147351248766565;-44.57623234894592
-40;2;2.7089067825217477;-44.53867961720319;2.7460922238487573;-44.57382980451276
-40;3;1.8649369173825079;-44.52393068716334;1.7395857630901157;-44.52373863655454
-40;4;0.9203516363404369;-44.471142842191355;0.7863450501314349;-44.483840390397084
-40;5;0.17669587418516763;-44.44975412032506;0.24726812721235175;-44.44743589938897
-40;6;-0.36626360607768954;-44.43487117525696;-0.5070702297026876;-44.43887349925882
-40;7;-1.5354946953115522;-44.430279479013564;-1.6301373719825116;-44.428217439493935
-40;8;-2.292012507058298;-44.37992167929299;-2.1329324685399573;-44.4007925829502
-40;9;-2.657084487306432;-44.347590161664;-2.7311735991834993;-44.352501959444844
-40;10;-3.3252767495451536;-44.33337817115563;-3.38054533906003;-44.33823414312522
-40;11;-4.321292411224418;-44.32562265594424;-4.188854271555238;-44.31088670393369
-40;12;-5.5577321194968015;-44.28034903880785;-5.364010920876939;-44.30907289222824
-40;13;-6.266935822105539;-44.296404060916906;-6.413140907685886;-44.28769408693878
-40;14;-7.430122232969299;-44.24011371482563;-7.469336303844534;-44.20434960316335
-40;15;-8.794722755148827;-44.202867260162506;-8.902979523389417;-44.11656316657923
-40;16;-10.155843100161471;-44.125372404127276;-10.18115404810533;-44.125211869345705
-40;17;-11.250915100412694;-44.08078720398948;-11.309991118722628;-44.1022815572418
-40;18;-12.270764601456367;-44.15337642487539;-12.35996169260344;-44.11261405708633
-40;19;-13.271533503886074;-43.98556589540614;-13.319687550709927;-44.04293160623353
